runner,processes,agents,steps,simulating_seconds,wall_clock_seconds,computing_seconds,waiting_seconds,communicating_seconds,finishing_seconds,measured_phases,smallest_process_load,largest_process_load,average_imbalance,worst_imbalance,fingerprint
sequential,1,1000,500,0.382399,0.389906,0.382399,0.000000,0.000000,0.000000,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
sequential,1,1000,500,0.366900,0.374132,0.366900,0.000000,0.000000,0.000000,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
sequential,1,1000,500,0.370720,0.378056,0.370720,0.000000,0.000000,0.000000,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
sequential,1,1000,500,0.370402,0.377606,0.370402,0.000000,0.000000,0.000000,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
sequential,1,1000,500,0.370396,0.377821,0.370396,0.000000,0.000000,0.000000,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.354297,0.354399,0.352706,0.000000,0.001581,0.000011,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.355123,0.355228,0.353477,0.000000,0.001634,0.000012,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.352923,0.353029,0.351348,0.000000,0.001564,0.000011,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.360307,0.360399,0.358675,0.000000,0.001622,0.000010,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.361528,0.361638,0.359951,0.000000,0.001565,0.000012,false,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.363768,0.363884,0.362140,0.000013,0.001607,0.000009,true,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.358808,0.358926,0.357161,0.000011,0.001628,0.000008,true,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,1,1000,500,0.375080,0.375206,0.373313,0.000022,0.001735,0.000010,true,1000,1000,1.0000,1.0000,1f46683aaa4980b7
distributed,2,1000,500,0.215406,0.215485,0.210025,0.000000,0.051666,0.000809,false,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.213219,0.213296,0.207444,0.000000,0.051652,0.000780,false,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.213745,0.213824,0.207401,0.000000,0.048791,0.000813,false,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.213469,0.213544,0.207913,0.000000,0.050191,0.000816,false,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.214174,0.214258,0.208235,0.000000,0.049738,0.000741,false,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.210508,0.210600,0.204715,0.043841,0.003388,0.000133,true,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.214975,0.215067,0.208799,0.046255,0.004018,0.000164,true,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,2,1000,500,0.212064,0.212178,0.205557,0.046609,0.004056,0.000207,true,486,514,1.1198,1.2260,1f46683aaa4980b7
distributed,4,1000,500,0.133082,0.133188,0.123972,0.000000,0.072939,0.001223,false,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.132320,0.132418,0.123972,0.000000,0.071527,0.001078,false,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.129472,0.129563,0.123318,0.000000,0.070031,0.000912,false,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.131053,0.131166,0.123686,0.000000,0.072013,0.001045,false,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.128707,0.128799,0.122900,0.000000,0.070096,0.001199,false,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.130832,0.130950,0.123343,0.066556,0.004177,0.000917,true,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.129329,0.129432,0.122973,0.067111,0.004008,0.001379,true,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,4,1000,500,0.126598,0.126700,0.119957,0.064871,0.003365,0.000732,true,192,294,1.3042,1.4400,1f46683aaa4980b7
distributed,5,1000,500,0.152164,0.152298,0.099068,0.000000,0.090967,0.002701,false,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.151445,0.151609,0.095736,0.000000,0.083607,0.001955,false,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.156331,0.156471,0.095803,0.000000,0.091862,0.002468,false,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.140196,0.140359,0.092760,0.000000,0.077357,0.002243,false,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.146078,0.146230,0.106357,0.000000,0.086525,0.002147,false,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.150701,0.150868,0.098402,0.083551,0.005189,0.001959,true,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.145320,0.145494,0.093157,0.076034,0.005389,0.002079,true,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,5,1000,500,0.166163,0.166315,0.098290,0.102081,0.008167,0.002168,true,41,296,1.2356,1.4800,1f46683aaa4980b7
distributed,8,1000,500,0.159235,0.159420,0.107700,0.000000,0.125044,0.030778,false,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.164544,0.164741,0.108133,0.000000,0.127791,0.025246,false,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.158551,0.158731,0.103524,0.000000,0.124117,0.023803,false,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.157586,0.157789,0.109682,0.000000,0.124525,0.025385,false,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.153724,0.153910,0.104776,0.000000,0.122240,0.024996,false,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.154736,0.154912,0.103337,0.130710,0.005229,0.002410,true,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.162596,0.162779,0.108472,0.136820,0.006191,0.002336,true,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,8,1000,500,0.158997,0.159183,0.099756,0.132778,0.005483,0.001797,true,14,223,1.6438,2.0960,1f46683aaa4980b7
distributed,10,1000,500,0.264497,0.282037,0.107417,0.000000,0.169202,0.105042,false,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.171610,0.172485,0.104204,0.000000,0.115238,0.053946,false,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.146361,0.147238,0.097732,0.000000,0.109909,0.035769,false,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.157866,0.158984,0.100173,0.000000,0.114980,0.035581,false,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.140261,0.141143,0.100374,0.000000,0.108883,0.027477,false,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.155577,0.156532,0.094717,0.126061,0.009311,0.005658,true,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.160200,0.161214,0.100460,0.122846,0.015331,0.009265,true,2,171,1.7624,2.3200,1f46683aaa4980b7
distributed,10,1000,500,0.141197,0.142033,0.093114,0.114157,0.006038,0.003526,true,2,171,1.7624,2.3200,1f46683aaa4980b7
sequential,1,2000,500,1.102810,1.124429,1.102810,0.000000,0.000000,0.000000,false,2000,2000,1.0000,1.0000,79bca07da141004a
sequential,1,2000,500,1.093184,1.114737,1.093184,0.000000,0.000000,0.000000,false,2000,2000,1.0000,1.0000,79bca07da141004a
sequential,1,2000,500,1.107475,1.129031,1.107475,0.000000,0.000000,0.000000,false,2000,2000,1.0000,1.0000,79bca07da141004a
sequential,1,2000,500,1.085399,1.106874,1.085399,0.000000,0.000000,0.000000,false,2000,2000,1.0000,1.0000,79bca07da141004a
sequential,1,2000,500,1.127366,1.149122,1.127366,0.000000,0.000000,0.000000,false,2000,2000,1.0000,1.0000,79bca07da141004a
distributed,1,2000,500,1.052334,1.052429,1.049756,0.000000,0.002569,0.000010,false,2000,2000,1.0000,1.0000,79bca07da141004a
distributed,1,2000,500,1.054130,1.054205,1.051584,0.000000,0.002535,0.000011,false,2000,2000,1.0000,1.0000,79bca07da141004a
distributed,1,2000,500,1.063323,1.063411,1.060750,0.000000,0.002561,0.000012,false,2000,2000,1.0000,1.0000,79bca07da141004a
distributed,1,2000,500,1.068661,1.068752,1.066102,0.000000,0.002548,0.000011,false,2000,2000,1.0000,1.0000,79bca07da141004a
distributed,1,2000,500,1.063384,1.063493,1.060769,0.000000,0.002603,0.000012,false,2000,2000,1.0000,1.0000,79bca07da141004a
